name,address,rankingPosition,rating,description,numberOfReviews,priceLevel,priceRange,latitude,longitude
Habesha,"19 rue Copreaux, 75015 Paris France",253,4.5,,226,$$ - $$$,,48.8417251,2.3069423
L'Envie du Jour,"106 rue Nollet, 75017 Paris France",275,4.5,,555,$$ - $$$,$16 - $44,48.888782,2.3183588
Restaurant Japonais La Marina,"18 Rue de la Michodiere, 75002 Paris France",258,4.5,,319,$$ - $$$,$9 - $30,48.8704412,2.3349062
BMK Paris-Bamako,"14 Rue de la Fidelite, 75010 Paris France",252,4.5,,210,$$ - $$$,$10 - $16,48.8746102,2.3565722
Cafe Blanche,"79 rue Blanche, 75009 Paris France",224,4.5,"Situé à deux pas du célèbre Moulin Rouge à Paris, le Café Blanche vous propose une restauration française de qualité. Retrouvez une ambiance festive grâce au nombreux concerts qui animeront vos soirées.",159,$$ - $$$,,48.8832047,2.3321502
BAFFO,"12 Rue Pecquay, 75004 Paris France",273,4.5,,487,$$ - $$$,$40 - $130,48.8601419,2.3562158
Le Petit Amalfi,"29 rue de Turin, 75008 Paris France",261,4.5,,391,$$ - $$$,,48.8823404,2.3242639
Petite Fleur,"5 rue Damremont, 75018 Paris France",256,4.5,"Petite Fleur is an intimate, cozy & friendly Parisian Bistro. We cook only fresh, seasonal and locally sourced products. Our plates are all too share and change every day. Our Biodynamic and/or naturel wines are all from small French wineyards.",567,$$ - $$$,$23 - $50,48.8875288,2.3325497
Le Saotico,"96 Rue de Richelieu, 75002 Paris France",260,4.5,,1174,$$ - $$$,$18 - $50,48.870623,2.3394846
Olympe Sports Cafe,"46 avenue du General de Gaulle, 94300 Vincennes France",2,4.5,,259,$$ - $$$,$18 - $29,48.8417447,2.4330345
Chez Madeleine,"39 rue de Paris, 92100 Boulogne-Billancourt France",1,4.5,,558,$$ - $$$,,48.8399827,2.245392
Monterosso,"7 rue Georges Bouzerait, 92120 Montrouge France",2,4.5,,189,$$ - $$$,,48.818955,2.3244669
La Pause Libanaise,"10 Rue De L'Isly, 75008 Paris France",284,4.5,"Découvrez le meilleur restaurant libanais de Paris ️ Goûtez nos spécialités libanaises, à proximité de la gare Saint-Lazare, en livraison, sur place ou à emporter. La Pause Libanaise vous propose des plats traditionnels halals entièrement faits maison : houmous, falafel, mézzé libanais, moutabal d'aubergines, salade Fattouch et bien plus encore ! Chaque jour, nos plats méditerranéens sont cuisinés avec des produits frais et de qualités. Pour accompagner votre repas, profitez de notre sélection de vins et de bières libanaises.",776,$,$20 - $45,48.8748497,2.3254028
Brutus - Batignolles,"99 rue des Dames, 75017 Paris France",272,4.5,Modern crepery with cider bar. The restaurant is temporary closed due to renovations. It will reopen on Monday August 27th 2018.,276,$$ - $$$,$12 - $20,48.8830175,2.3184119
La Scene Theleme,"18 Rue Troyon, 75017 Paris France",264,4.5,"An unusual site where you find a starred restaurant and a small theatre, the two owner’s passions. In charge of the restaurant, Yoshitaka Takayanagi is one of the brightest chef of his generation: refinement, harmony, creativity, fresh seasonal ingredients from the market, perfect cooking. Félix Manenti and his staff will be happy to welcome you for a memorable moment.",430,$$$$,$49 - $149,48.8762593,2.2951581
Le Loubnane,"29 rue Galande, 75005 Paris France",265,4.5,"It was in 1984 that Kamal Nassif, heir to the Ambassador of the Lebanese Gastronomy in France, had the good sense to open Loubnane, continuing the work of his uncle: Rachid Youssef Makhoul, who was the first to try their luck dice 1952 by Chez Rachid, the delights of Lebanon, the only Lebanese restaurant in France. - Quality, home, passion has always been the currency of all establishments that Rachid Kamal and his brothers had the pleasure to know you over the years. - If the history of Lebanon is as complex as rich, what about her Gastronomy? Varied, fine and full of paradoxes, you will find in each of the dishes offered a delicious perfume of the Middle East, a subtle blend of spices and a story that Kamal and his team will surely tell you. - The Loubnane is one of those magical places or form has nothing to envy to the bottom; take time to discover the 13th Century Private rooms in the basement, drenched in history, they will transport you somewhere in the Land of Cedars or the meal is much more than a break in the day ... - It's your turn, close your eyes and let yourself be lulled by the favorite cuisine du Général de Gaulle ...",1382,$$ - $$$,$25 - $45,48.8512133,2.3476661
Les Trublions,"34 rue de la Montagne Ste Genevieve, 75005 Paris France",288,4.5,"Raula & Romain are happy and proud, after 18 years (for Romain) and 10 years (for Raula), to welcome you to their small, cosy and intimate Bistrot Gourmand. After 2 months of hard work and decoration, Les Trublions opened and we would like you to be part of it's first chapter . We wanted to make this place our life project and a blend of our passions: that of receiving, that of good taste without any fuss, that of sharing flavours, that of smiles and pleasure, that of good wine and good memories.We would like to transform this place into a cocoon for our guests as well as for ourselves by sharing a moment of simplicity where timeless values like good wine, food and words combine. Culinary and Gastronomic Regards.",437,$$ - $$$,$19 - $34,48.8480541,2.3484623
Lea,"152 rue de Paris, 94220 Charenton-le-Pont France",1,4.5,,324,$$ - $$$,$14 - $35,48.8275255,2.4046359
Casa Festa,"16 rue Jean Jacques Rousseau, 75001 Paris France",300,4.5,,743,$$ - $$$,,48.8625764,2.3407389
L'Accolade,"208 rue de la Croix Nivert, 75015 Paris France",292,4.5,,225,$$ - $$$,,48.8372527,2.2893421
Tonkatsu Tombo,"14 rue de l Arrivee, 75015 Paris France",281,4.5,,246,$$ - $$$,,48.8432892,2.3217021
Restaurant OXTE,"5 rue Troyon, 75017 Paris France",283,4.5,,262,$$$$,,48.8758951,2.2954072
Le Louis,"31 rue Coquilliere, 75001 Paris France",257,4.5,"Le Louis est un restaurant de cuisine Française traditionnelle où tout est fait maison, avec amour à partir de produits frais et de saison. Le cadre est authentique avec ses vieilles pierres et ses poutres apparentes, l'espace réduit, et le service chaleureux, de sorte à ce que chacun se sente un peu comme à la maison! En invité! Le Louis a obtenu sa Toque Gourmande ""Gault & Millau en juin 2022.",1055,$$ - $$$,$20 - $50,48.8642497,2.3414166
46 & 3rd,"46 rue de Turbigo, 75003 Paris France",247,4.5,"Hello, thank you for your interest at our restaurant. We do not accept reservations, please come anytime you want… We use fresh, seasonal and finest ingredients for our recipes. Our specialty is breakfast & brunch every day of the week... We are passionate about our pancakes, our crispy bacon, our eggs Benedict options and our coffee. We hope that you will spend great time at our restaurant with your friends, families or alone. Looking forward to meeting you!! 46 & 3rd Team",255,$$ - $$$,$10 - $28,48.8651337,2.3550658
Rajpoot,"31 rue Charles de Gaulle, 94140 Alfortville France",1,4.5,,317,$$ - $$$,,48.8147473,2.4158632
Chez Toinette,"20 rue Germain Pilon, 75018 Paris France",259,4.5,Welcome on our typical Parisian place in Montmarte. We welcome you every day except Sunday from 7:00 pm We propose you nice French food and wines… You can reserve by phone or mail. Hope to see you soon,1618,$$ - $$$,$19 - $40,48.8841497,2.3369147
Olive & Thym - Par Man'ouche,"60 rue Quincampoix, 75004 Paris France",242,4.5,"Est un concept imaginé par deux frères d'origine libanaise bercés par la cuisine méditerranéenne. Après avoir redynamiser le street food Man'ouché institution de la galette traditionnelle libanaise, ils s'inspirent de nouvelles tendances food pour remettre la cuisine libanaise au gout du jour avec de nouvelles recettes et un nouveau format baptisé la «cartounée»...",313,$,,48.8615802,2.3508078
La Reserve Du Terroir,"13 Rue Quincampoix, 75004 Paris France",358,5,,528,$,$15 - $35,48.8596175,2.3497537
Les Fines Lames,"35 rue Lepic, 75018 Paris France",280,4.5,,239,$$$$,$30 - $70,48.8862632,2.3340045
YO,"10 rue de Port Mahon, 75002 Paris France",285,4.5,,456,$$ - $$$,,48.8696464,2.3340805
Papelli,"61 rue du Faubourg Saint Martin, 75010 Paris France",298,4.5,Papelli is an italian trattoria Everyday fresh pizzas and salads A large propositions of drinks Cool place with selected products,341,$$ - $$$,$9 - $18,48.8716058,2.3569242
Le Cambodge,"2 rue Leriche, 75015 Paris France",308,4.5,,213,$,,48.8359233,2.2940579
Les Cedres Du Liban Paris,"5 Avenue Du Maine, 75015 Paris France",289,4.5,,1045,$$ - $$$,$10 - $25,48.8444859,2.3203079
O Soleil Couscous Maison,"21 rue de Patay, 75013 Paris France",555,5,,182,$,$8 - $18,48.8248944,2.3755053
Auberge des Saints Peres,"212 Av. de Nonneville, 93600 Aulnay-sous-Bois France",1,4.5,,381,$$$$,$40 - $51,48.919956,2.48953
Les Papilles Bougival,"61 rue du General Leclerc, 78380 Bougival France",2,4.5,"Soyez les bienvenus aux Papilles ! :) Nous vous proposons une cuisine Bistronomique Française aux influences Méditerranéennes et Asiatiques. Notre carte évolue régulièrement en fonction des arrivages et de la saisonnalité, vous pouvez réserver en ligne sur notre site, à bientôt Retrouvez nous sur Instagram : @lespapillesbougival",493,$$ - $$$,$17 - $42,48.8642194,2.1398839
Royal Dragon,"98 boulevard du Montparnasse, 75014 Paris France",328,4.5,Restaurant de type buffet à volonté chinois japonais . Grande variétés de plats et de dessert à votre disposition beaucoup de choix .,706,$,$12 - $30,48.8424152,2.3276286
LOCO,"31 bis Rue du Faubourg Montmartre, 75009 Paris France",290,4.5,,640,$$ - $$$,$16 - $30,48.8738029,2.3424267
Holybelly,"5 rue Lucien Sampaix, 75010 Paris France",299,4.5,"Founded in 2013, Holybelly strives to provide the best food, coffee and service in a relaxed environment. After being trained in Melbourne, we wanted to offer the same kind of experience in Paris, a café setting serving proper restaurant food, the finest mix! At Holybelly ""it's good because we care.""",1297,$$ - $$$,$10 - $30,48.8709889,2.3598067
Pizza Caratello,"8 rue Audran, 75018 Paris France",287,4.5,"Real Italian pizzeria, with large choice of pizzas, delicious Pasta, apetizers, and home Made deserts.",662,$$ - $$$,$17 - $20,48.8851712,2.3360203
Lakshmi Bhavan,"57 rue Rodier, 75009 Paris France",297,4.5,,284,$,,48.8810711,2.3441118
Le Maharaja,"48 rue la Condamine, 75017 Paris France",305,4.5,Dear sir/madame please note That Our restaurant Is adapted for européens(it is not suitable for indian) thanking you for you understanding,587,$$ - $$$,$20 - $50,48.8861862,2.3220742
Il Carpaccio,"37 Avenue Hoche, 75008 Paris France",296,4.5,"Our Italian restaurant Il Carpaccio is the only Michelin-star Italian restaurant in Paris. It first opened its doors 30 years ago, and has since established itself as a true institution. Drawing on his heritage, Chef Roberto Rispoli gives a very personal interpretation of traditional family recipes from Italy's many regions, using the best and freshest Italian produce. Originally from Pompei near Naples, Roberto has revived Il Carpaccio under the direction of Executive Chef Laurent Andre, with superstar pastry chef Pierre Herme bringing classic Italian desserts to a whole new level, and Head Sommelier Manuel Peyrondet (Meilleur Ouvrier de France and Best Sommelier in France) sharing his passion for Italian wines. The intimate dining room draws on a Sicilian baroque style with an extravagant shell decor on the walls, opening onto a lovely glass conservatory drenched in light. Two contemporary artists have created unique works of art that add to the Italian theme.",912,$$$$,$65 - $125,48.8757736,2.3002863
Oxymore,"60 rue Saint Maur, 75011 Paris France",309,4.5,,399,$$ - $$$,,48.8631786,2.3793559
A modo mio,"4 rue de Turenne, 75004 Paris France",266,4.5,,313,$$ - $$$,$13 - $35,48.8549472,2.3633131
Chez Marcel,"7 rue Stanislas, 75006 Paris France",251,4.5,,938,$$ - $$$,$25 - $60,48.8437934,2.328337
La Becane A Gaston,"24 rue Lucien Sampaix, 75010 Paris France",278,4.5,,355,$$ - $$$,$20 - $60,48.8725107,2.3611714
Lorette,"Rue Saint Lazare, 75009 Paris France",248,4.5,"On the menu, no fake but essential dishes, authentic and tasty French cuisine. Old-fashioned mayo eggs, string salmon with brioche bread or crispy chicken salad, followed by sausage puree, steak or fillet of bar accompanied by chorizo ​​black rice. And finally be tempted by the profiteroles sprinkled with hot chocolate instead or the already famous French toast.",220,$$ - $$$,$14 - $40,48.876193,2.331427
Eataly Paris Marais,"37 Rue Sainte-Croix De La Bretonnerie, 75004 Paris France",307,4,,2981,$$ - $$$,$10 - $40,48.8582103,2.3543485
Invictus,"5 rue Sainte Beuve, 75006 Paris France",301,4.5,"Welcome to Paris, little french restaurant, near by le Jardin du Luxembourg and Montparnasse area, you will find a traditional french cuisine with some influence from my different visits overseas. Fresh product, veggies, fishes, meats and a lot of different flavours. We are opened every night from 7PM to 10 PM. Hope to see you you soon and be a part of your lovely trip in Paris, A bientôt!!!",902,$$ - $$$,$25 - $70,48.8441013,2.3297404
La Vie d'Ange,"41 boulevard Saint Jacques Montparnasse, 75014 Paris France",263,4.5,"We propose French traditional ""bistronomic"" cuisine with fresh products only, and propose an exceptional choice of french wines (bottles or glasses) that we personally selected. We are located between the Catacombes and the Marriot Rive Gauche Hotel. Open for Lunch and Dinner from Monday to Friday and for Dinner only on Saturday. Closed Sunday. Thierry and Aida will welcome you in their little for a delicious gastronomic and oenological experience....At a very reasonable price. You can also ask for a fixed-price menu for groups (+10 people), or privatize the restaurant for special events (from 25 to 40 people) Contact us by mail on our web-site.",678,$$ - $$$,$28 - $66,48.8340611,2.33353
Sapori di Parma,"56 avenue de la Bourdonnais, 75007 Paris France",302,4.5,,506,$,,48.8562123,2.3021361
Caracole,"2 rue des Anciens Combattants, 92700 Colombes France",1,4.5,,457,$$ - $$$,$16 - $29,48.9222869,2.2530631
La Ripaille,"22 Place Louis XIII, 94150 Rungis France",1,4.5,,279,$$ - $$$,,48.7511567,2.3451624
Le Poulbot,"3 rue Poulbot Montmartre, 75018 Paris France",313,4.5,,1001,$$ - $$$,$8 - $35,48.8867262,2.3396387
Kitchen Terre,"26 boulevard Saint-Germain, 75005 Paris France",282,4.5,,278,$$ - $$$,$26 - $57,48.8496404,2.3527459
Neige d'ete,"12 rue de l Amiral Roussin, 75015 Paris France",293,4.5,,326,$$$$,,48.8454117,2.2990085
Le Baron Rouge,"1 rue Theophile Roussel, 75012 Paris France",310,4.5,Credit Card accepted over 20 euros No reservations Oysters on Saturdays and Sundays from October to April,537,$$ - $$$,$4 - $20,48.8494401,2.377381
Kitchen Galerie Bis,"25 rue des Grands Augustins, 75006 Paris France",270,4.5,,735,$$$$,$29 - $66,48.853803,2.3403816
Joe Burger,"49 rue Descartes, 75005 Paris France",236,4.5,,778,$,,48.8451135,2.3492041
Le Gourmet,"150 boulevard du General Giraud, 94100 Saint-Maur-des-Fosses France",2,4.5,,730,$$$$,,48.7897152,2.4865304
Lao Chaleune,"29 Rue du Chateau des Rentiers, 75013 Paris France",323,4.5,,358,$$ - $$$,,48.8242459,2.3702637
Au Bourguignon du Marais,"52 rue Francois Miron 75004 PARIS, 75004 Paris France",373,4.5,"Close Saint Louis Island, the Restaurant Au Bourguignon du Marais specialized in recipes from Burgundy, including its mus having Bœuf Bourguignon, as well as its 100% Burgundy wines, available by the glass or by the bottle.",1370,$$ - $$$,,48.8554387,2.3576144
Le Kigawa,"186 rue du Chateau, 75014 Paris France",327,4.5,,325,$$$$,$58 - $75,48.8331436,2.3242782
LE SAIN SERT,"3 rue Roque de Fillol, 92800 Puteaux, La Defense France",1,4.5,,725,$$ - $$$,$18 - $45,48.88294875,2.240605292
Le Petit Champerret,"30 rue Vernier, 75017 Paris France",345,4.5,,264,$$$$,,48.88457,2.2910077
Meating Corner,"8 Rue des Lombards, 75004 Paris France",319,4.5,,390,$,$14 - $30,48.8591622,2.3499084
Mon Bistrot,"33 rue Marcel Dassault, 92100 Boulogne-Billancourt France",2,4.5,"Sortez à la porte de Saint-Cloud, arrivez à Boulogne, « Mon Bistrot » vous attend pour vous proposer une cuisine de saison généreuse et savoureuse. Dès votre arrivée, un accueil convivial donne le ton dans un décor Bistrot « Chic » aux couleurs douces et harmonieuses. Un joli bar se présente à vous sur lequel il vous est possible de déguster une planche de Pata Negra accompagnée d’un vin de propriétaire ou d’un grand cru. En plus de la salle principale, le restaurant dispose d’un coin Bibliothèque plus intime pouvant vous accueillir pour vos diner d’affaire ou en famille. Côté cuisine, notre Chef Loïc et son équipe, vous propose quelques recettes soigneusement élaborées à l’exemple d’un Risotto au Poulpe déglacé au jus de Coque et son Crumble à l’encre de Seiche, des pâtes au Homard ou encore l’échine de Cochon fermier et son gratin Dauphinois qui sauront vous conquérir. Sans oublier notre fameux filet de Bœuf d’Argentine cuit à l’unilatérale, un incontournable ! En dessert, l’ini",597,$$ - $$$,$25 - $60,48.83571,2.253757
L'Insoumise,"15 rue Auguste Chabrieres, 75015 Paris France",304,4.5,"Restaurant traditionnel servant une cuisine Française. A deux pas de la Porte de Versailles et du Dôme de Paris, nous vous accueillons à l'occasion de salons, conventions ou spectacles. Réservez sur notre site internet et obtenez votre table, chez nous et ""chez vous"". Parfois ouvert le Dimanche. Traditional french restaurant near the ""Parc Expo Porte de Versailles"". Come and have diner during an exhibition or convention. Book your table on our website, get your table, and ""feel at home"". Open on Sunday exceptionally for groups.",299,$$ - $$$,$15 - $25,48.8350076,2.2892613
Maison Pinsa,"8 Rue Du Faubourg Poissonniere, 75010 Paris France",294,5,,86,$$ - $$$,,48.8713133,2.3479792
Chez Renata,"3 B rue Edouard Cornefert, 93600 Aulnay-sous-Bois France",2,4.5,,193,$,,48.9312877,2.4943994
Mavrommatis,"42 rue Daubenton, 75005 Paris France",340,4.5,"Rewarded with a Michelin star in 2018, the Mavrommatis restaurant has been the benchmark for Greek gastronomy in Paris since 1993. The establishment combines, through skilfully studied aesthetic dishes, ""the best products from Greek terroirs with French cooking techniques. Acclaimed by many personalities, by the gourmets of the Censier Daubenton district and by all of Paris, Mavrommatis offers an enchanting Mediterranean break in the heart of the capital. For your evenings or dinners a private lounge is located on the first floor.",486,$$$$,$37 - $147,48.8405466,2.3512744
Chez Delphine,"48 Rue Saint-Georges, 75009 Paris France",326,4.5,,484,$$ - $$$,$22 - $45,48.877242,2.3373114
Aux Cerises,"47 avenue de Suffren, 75007 Paris France",336,4.5,"Breakfast, lunch, Brunch and tea time",399,$$ - $$$,$13 - $29,48.8536599,2.2972412
Le Vieux Bistrot,"54 rue Mouffetard, 75005 Paris France",312,4.5,,786,$$ - $$$,$22 - $35,48.843267,2.3494963
Le Charentonneau,"159 avenue du General Leclerc, 94700 Maisons-Alfort France",1,4.5,,674,$$ - $$$,,48.808494,2.436063
L'Alchimiste,"181 rue de Charenton, 75012 Paris France",318,4.5,Ce restaurant était anciennement un vieux bougnat. Paulo est au commande de l'Alchimiste depuis 15 ans. Il vous offre une cuisine créative et généreuse dans une ambiance bistrot. Prix Abordables et service toujours de bonne humeur au rendez vous!,523,$$ - $$$,$12 - $25,48.8432368,2.385487
La Brasserie Thai,"5 rue Poulbot, 75018 Paris France",320,4.5,"Brasserie Thai traditionnelle a Montmartre. Fermeture : lundi - mardi Service continu samedi, dimanche et jours feries Salle de reception a l'etage",441,$$ - $$$,$15 - $43,48.8868059,2.3398109
Bistrot La-Haut,"70 avenue Franklin Roosevelt, 92150 Suresnes France",1,4.5,,728,$$$$,$32 - $33,48.8753137,2.2196638
Fric-Frac Canal St-Martin,"79 quai de Valmy, 75010 Paris France",331,4.5,,274,$,$10 - $25,48.8724156,2.3640193
Rajpoot,"2 avenue Emile Zola, 94100 Saint-Maur-des-Fosses France",3,4.5,,647,$$ - $$$,,48.804766,2.4847671
Chez Pradel,"168 rue Ordener, 75018 Paris France",334,4.5,,277,$,,48.8939135,2.3350409
Jeannot et Colin,"51 Boulevard Voltaire, 75011 Paris France",333,4.5,,271,$$ - $$$,$15 - $45,48.8623796,2.3727706
Yakigushi,"42 avenue Henri Ginoux, 92120 Montrouge France",3,4.5,The restaurant is closed from July 14th 2018 to August 15th 2018 included.,278,$$ - $$$,,48.8171517,2.3217027
Les Papilles,"30 rue Gay Lussac, 75005 Paris France",317,4.5,,2320,$$ - $$$,$141 ,48.8445693,2.3417345
Buono Sano Bello,"14 rue de la Villette, 75019 Paris France",356,4.5,,345,$,$8 - $18,48.875414,2.3874682
Tour d'Argent,"15 quai de la Tournelle, 75005 Paris France",325,4.5,,2622,$$$$,$85 - $300,48.8498148,2.3550979
Le Touareg,"228 Rue De Charenton, 75012 Paris France",349,4.5,"Idéalement situé au cœur du 12ème arrondissement de paris, notre etablissement vous invite à venir découvrir ses nombreuses spécialités dans un cadre convivial et chaleureux. Le Touareg est un restaurants familiales qui vous fera traversé la Méditerranée, sa décoration et son cadre idyllique vous ferons plongé à ne point douter au sein de ces fameux contes berbères. Notre établissement est très apprécié pour ses différents mets et nôtre expérience de quinze ans est un atout considérable pour vous offrir un service optimal digne de ce nom.",515,$$ - $$$,$20 - $35,48.8398855,2.3883829
Stellar Restaurant - Ephemera,"45, Rue Saint-Sebastien, 75011 Paris France",335,4.5,,255,$$ - $$$,$15 - $25,48.8618352,2.3716737
Le Petit Littre,"16 rue Littre, 75006 Paris France",350,4.5,"Le Petit Littré is a typical Parisian Bistro, where you will find quality cuisine made with 100% fresh products. open from Tuesday to Saturday Lunch from 12:00 to 14:30 Dinner from 19:15 to 22:30 Bar closes at 1:00 am",757,$$ - $$$,,48.8450058,2.3240987
Flottes,"2 rue Cambon, 75001 Paris France",355,4,,2121,$$ - $$$,$25 - $50,48.866297,2.325326
Le Bistro du Perigord,"71 rue Saint Jacques, 75005 Paris France",357,4.5,,595,$$ - $$$,,48.8498914,2.3451545
Guy Savoy,"Monnaie De Paris, 11 Quai De Conti, 75006 Paris France",341,4.5,"Restaurant Guy Savoy, ranked amongst the very best in every gastronomic guide, is situated in Monnaie de Paris, spread across six 18th century salons offering views onto the Seine, the Louvre, the Pont Neuf and the Institut de France. Here architect Jean-Michel Wilmotte envisaged a setting at once restrained and contemporary, where works of art stoke the fires of modernity and where the dining table becomes a veritable theatrical stage, focusing and capturing light. Guy Savoy’s dining room is one of conviviality, warmth and impeccable service, where the cuisine expresses the sensitivity of a chef wholly at ease in this modern era: Artichoke soup with black truffle and layered truffled mushroom brioche; Red mullet ‘swimming in the sea’; Millefeuille ‘à la minute’ with Tahitian vanilla… As Guy Savoy puts it, “Cuisine is the art of instantly transforming produce rich with history into joy.”",945,$$$$,,48.8564015,2.338495633
Racina,"43 rue Descartes, 75005 Paris France",343,4.5,Italian restaurant with Sicilian specialties.,374,$,$6 - $20,48.8453138,2.3491879
Bistrot Paul Chene,"123 rue Lauriston, 75116 Paris France",366,4.5,"The kitchen staff remains under the direction of Philippe Mercier who has been in the position for Established in 1959 by Paul Chene chef cuisinier by training, and located in the heart of the Trocadero district of Paris, the restaurant 'Paul Chene' is recognized as an institute of traditional French cuisine. The high standards set by Paul Chene as a celebration of regional products.",831,$$$$,$18 - $60,48.8657828,2.2858843
Bistrot chez France,"9 rue Amelie, 75007 Paris France",338,4.5,"A deux pas de la Tour Eiffel et des rues commerçantes du 7ème arrondissement, un bistrot comme on les aime à Paris ... dans une ambiance conviviale, Bistrot chez France et son équipe vous proposent une cuisine traditionnelle française, à base de produits frais. Formule midi à 18,50 euros (entrée/plat ou plat/dessert), menu du Bistrot à 33 et 38 euros. Plats du jour et suggestions selon le marché et la saison. Sélection de vins de producteurs, à partir de 6 euros le verre/26 euros la bouteille.",902,$$ - $$$,$19 - $38,48.8590708,2.3075566
Ristorante Italiano 0039,"24 rue des Tournelles Quartier Le Marais, 75004 Paris France",332,4.5,"Restaurant très convivial et familial, nous vous attendons pour passer un excellent moment en Italie.",999,$$ - $$$,$25 - $40,48.8549787,2.3673463
De l'Autre Cote,"7 rue Leon Jouhaux, 75010 Paris France",352,4.5,,361,$$ - $$$,,48.8690583,2.3639094
le goyavier,"4 rue Saint Bernard, 75011 Paris France",376,4.5,"Le Goyavier is a friendly and family restaurant of Reunionese cuisine open since 1987, and located in the 11th district of Paris. Le Goyavier est un restaurant de cuisine réunionnaise, chaleureux et familial depuis 1987 et situé dans le 11ème arrondissement de Paris.",245,$$ - $$$,$22 - $43,48.8506738,2.3815476
L'Apibo,"31 rue Tiquetonne, 75002 Paris France",372,4.5,,490,$$$$,$15 - $60,48.8647204,2.3474424
Ciasa Mia,"19 rue Laplace, 75005 Paris France",330,4.5,"Ciasa Mia est un restaurant gastronomique italien inspiré du Tyrol italien, plus précisément des Dolomites, d'où nous sommes originaires. Ciasa Mia en effet, veut dire ma maison dans notre langue traditionnelle ""Ladina"" parlée dans certaines vallées des Dolomites. Les produits frais et de saison sont préparés et travaillés par Samuel avec passion et personnalité et sont très attentivement choisis. Nos menus changent toutes les saisons pour donner satisfaction à vos papilles avec des nouvelles recettes innovantes et créatives. Nous proposons des menus dégustations surprise en 5 ou 7 temps disponibles midi et soir, ainsi que un menu déjeuner ""Carte blanche"" en 3 temps! C’est dans l’un du plus vieux et beau quartier de Paris près de la place du Panthéon qu’on vous reçoit comme à la maison. La gentillesse et la chaleur d’un ""chez soi"" sont au rendez-vous. La rue calme, le cadre soigné, les poutres et les pierres apparentes, vous feront sentir loin d’une grande ville.",547,$$$$,$45 - $105,48.8474127,2.3470572
Ripaille,"69 rue des Dames, 75017 Paris France",370,4.5,,286,$$ - $$$,$29 - $59,48.8836065,2.3207228
MARDI - Creperie Urbaine,"137 rue Montmartre, 75002 Paris France",342,4.5,"Mardi is the place for crepe lovers ! Create your own savory or sweet crepes by choosing among our 50 salted or sweet topics. Eat here or take away. Mardi proposes vegetarian, halal and gluten free meal.",368,$$ - $$$,$2 - $15,48.869888,2.3426246
Substance,"18 rue de Chaillot, 75116 Paris France",303,4.5,,373,$$$$,$39 - $110,48.8673254,2.2975781
Pedzouille l'Etable,"66 rue du Faubourg Poissonniere, 75010 Paris France",348,4.5,,507,$$ - $$$,,48.8759079,2.3483917
Maison Binder,"43 Rue Halle, 75014 Paris France",237,5,,88,$$ - $$$,$12 - $30,48.8304325,2.3312434
Korus,"73 rue Amelot, 75011 Paris France",337,4.5,,198,$$$$,$36 ,48.8592057,2.3681449
A L'endroit,"9 rue du Tunnel, 75019 Paris France",365,4.5,,512,$$ - $$$,$40 - $60,48.878941,2.385151
Kashmir House,"36 rue de Chabrol, 75010 Paris France",361,4.5,,1119,$$ - $$$,,48.8770367,2.3522533
Sur Mesure par Thierry Marx,"251 Rue Saint-Honore, 75001 Paris France",378,4.5,,1040,$$$$,,48.867118,2.3270818
Les petites bouchees,"4 rue du Roi de Sicile, 75004 Paris France",360,4.5,,600,$$ - $$$,$14 - $20,48.8556193,2.3607419
Anicia,"97 rue du Cherche Midi, 75006 Paris France",382,4.5,,324,$$$$,$29 - $55,48.8467029,2.3212725
Tomy & Co,"22 rue Surcouf, 75007 Paris France",381,4.5,,450,$$$$,,48.860552,2.3094544
Perchiana,"7 rue Mademoiselle, 75015 Paris France",401,4.5,,606,$,,48.8436479,2.294117
Le Faubourg la Defense,"38 boulevard de Pesaro, 92000 Nanterre, La Defense France",2,5,"Restaurant français chic & chaleureux Le Faubourg la Défense vous propose une cuisine française simple et savoureuse faite de produits frais, de qualité",115,$$ - $$$,$14 - $35,48.8916869,2.2276279
SOURIRE GALANDE tapas francaises,"27 rue Galande, 75005 Paris France",346,4.5,Bar à tapas à la française proposant des petits plats à partager dans un décor style loft new-yorkais. L'ambiance conviviale et l'équipe jeune fond de l'établissement un endroit aussi agréable entre amis qu'en famille. Le chef propose une cuisine de saison et se fournit directement auprès de petits producteurs. Le vin est dûment sélectionné auprès de vignerons indépendants.,1007,$$ - $$$,$25 - $40,48.8512077,2.3477277
Pause Bobun,"3 rue Buffon, 75005 Paris France",383,4.5,"This Place is Temporarily Closed. At Pause Bobun, Mom is in charge of the kitchen. She has been cooking for her whole life and it is her recipes and flavors you'll enjoy in your dishes. The cuisine here is 100% authentic. No freezer - The spring rolls, crêpes, sauces, skewers, salads, desserts, everything is made from ingredients daily brought from the market. Our team work hard everyday to give you the best. VEGAN FRIENDLY - We have one vegan starter, two choices of vegan main dishes and one dessert which led us to be listed on VegoResto (L214) and Happy Cow. You can come with a vegan friend being sure she or he will enjoy a proper meal !",311,$,$10 - $22,48.8430308,2.363447
Beccuti Bar,"91 rue de Rivoli, 75001 Paris France",404,4.5,"A warm atmosphere for an enjoyable time in the heart of Paris. Italian coffee culture, free wifi, and a wide selection of Italian specialities. 127 of passion through 4 generations. With the first bar opened in 1890 in the city of Turin, the Beccuti Bar is the first realization of the Italian family in France.",135,$$ - $$$,,48.8606788,2.3411959
